docid,date,title,status,statement,context,decision,consequences,alternatives,jira,pr,refdocs,participants,notes
dd2401,2024-08-20,Use AWS for SHA cluster metadata backups,Accepted,"SHA needs an S3 target for k8s cluster metadata backups
Need a reliable and always available target for these backups",,,,,,,,,
